,title,item_id,recommend_int
24326,Lifeless Planet Premier Edition,261530,0
24334,Electronic Super Joy: Groove City,301460,1
24336,Magicite,268750,1
24341,Magicite,268750,0
24496,Shadows on the Vatican Act I: Greed,286360,0
24498,Reversion - The Escape (1st Chapter),270570,1
24502,Enemy Front,256190,0
24504,Smooth Operators,262900,1
24508,Spy Chameleon - RGB Agent,297490,1
24510,A Wizard's Lizard,280040,1
24513,Xenonauts,223830,1
24519,Stick RPG 2: Director's Cut,307640,1
24520,Pro Cycling Manager 2014,255260,1
24522,Divinity: Original Sin (Classic),230230,1
24582,Spoiler Alert,283230,0
24583,Spoiler Alert,283230,1
24591,Warface,291480,0
24592,Warface,291480,1
24822,Monsters Ate My Birthday Cake,297590,1
24824,Contraption Maker,241240,1
24830,Cult of the Wind,293840,0
24832,Rooms: The Main Building,304500,0
24834,X-Plane 10 Global - 64 Bit,292180,1
24835,X-Plane 10 Global - 64 Bit,292180,0
24836,Pivvot,293900,1
24842,The Nightmare Cooperative,310070,1
24844,Magic 2015 - Duels of the Planeswalkers,255420,0
24847,Magic 2015 - Duels of the Planeswalkers,255420,1
24849,Of Guards And Thieves,302590,1
24855,EVGA Precision XOC,268850,1
24856,Wildlife Park 2,304350,1
24860,Wildlife Park 2 - Fantasy,307990,1
24864,Pixel Hunter,313040,0
24866,Undead Overlord,291370,0
24869,Freedom Planet,248310,1
24871,Freedom Planet,248310,0
24887,Dungeon Defenders Eternity,302270,1
24899,Velvet Sundown,307290,1
24902,Velvet Sundown,307290,0
24924,Vertical Drop Heroes HD,311480,1
24926,The Room,288160,1
24930,Rodina,314230,1
24936,The Legend of Heroes: Trails in the Sky,251150,1
24938,The Expendabros,312990,1
25142,Sacred 3,247950,1
25143,Sacred 3,247950,0
25150,Road Not Taken,293740,1
25151,Orbital Gear,298520,1
25160,Wyv and Keep: The Temple of the Lost Idol,263960,1
25172,Another Perspective,305920,0
25174,Morphopolis,314020,0
25176,Morphopolis,314020,1
25186,Heavy Fire: Afghanistan,305980,0
25187,Divine Souls F2P MMO,300040,1
25229,Platypus II,319180,1
25230,Platypus,307340,1
25232,Guacamelee! Super Turbo Championship Edition,275390,1
25235,Max Gentlemen,257710,1
25259,Commando Jack,299260,1
25262,Cannons Lasers Rockets,265770,0
25274,The Journey Down: Chapter Two,262850,1
25276,Metro 2033 Redux,286690,1
25283,Metro: Last Light Redux,287390,1
25305,Lichdom: Battlemage,261760,1
25323,Bird Assassin,312010,1
25325,How to Survive,250400,1
25335,How to Survive,250400,0
25418,GoD Factory: Wingmen,262750,1
25422,Minimum,214190,0
25423,Minimum,214190,1
25438,One Day For Ched,321030,1
25439,Fable Anniversary,288470,1
25450,Lords of the Black Sun,246940,0
25452,planetarian ~the reverie of a little planet~,316720,1
25457,The Collider,319550,1
25467,Color Symphony,317410,0
25468,Color Symphony,317410,1
25476,Reprisal Universe,319560,1
25480,NARUTO SHIPPUDEN: Ultimate Ninja STORM Revolution,272510,1
25498,Demonlisher,321610,0
25499,My Lands: Black Gem Hunting,290730,1
25509,Endless Legend™,289130,1
25511,Endless Legend™,289130,0
25549,WAKFU,215080,1
25552,WAKFU,215080,0
25584,Heavy Bullets,297120,1
25590,Wasteland 2: Director's Cut,240760,1
25593,Wasteland 2: Director's Cut,240760,0
25614,Stronghold Crusader 2,232890,0
25615,Stronghold Crusader 2,232890,1
25622,Ancient Space,249190,0
25623,DG2: Defense Grid 2,221540,1
25631,Sherlock Holmes: Crimes and Punishments,241260,0
25632,Sherlock Holmes: Crimes and Punishments,241260,1
25633,Middle-earth™: Shadow of Mordor™,241930,1
25651,Middle-earth™: Shadow of Mordor™,241930,0
25803,Wrack,253610,1
25805,Super Win the Game,310700,1
25807,Disney Princess: My Fairytale Adventure,319080,1
25808,Disney Winnie the Pooh,319400,1
25809,Styx: Master of Shadows,242640,1
25812,Styx: Master of Shadows,242640,0
25813,Counter-Strike Nexon: Zombies,273110,0
25818,Counter-Strike Nexon: Zombies,273110,1
26025,Costume Quest 2,275180,1
26028,Tron 2.0,327740,1
26029,Gods vs Humans,322980,1
26032,Sigils of Elohim,321480,1
26036,The Evil Within,268050,1
26038,The Evil Within,268050,0
26045,Deep Dungeons of Doom,325090,0
26048,Ultimate General: Gettysburg,306660,1
26051,F1 2014,226580,1
26053,F1 2014,226580,0
26061,Sword of the Samurai,327950,1
26063,Screencheat,301970,1
26075,Enforcer: Police Crime Action,318220,0
26077,Enforcer: Police Crime Action,318220,1
26093,Spacebase DF-9,246090,0
26094,Spacebase DF-9,246090,1
26108,The Moon Sliver,329830,0
26109,The Moon Sliver,329830,1
26110,Farming Simulator 15,313160,1
26122,Farming Simulator 15,313160,0
26133,Miscreated,299740,1
26140,Miscreated,299740,0
26213,Cosmic DJ,297110,1
26214,Cosmic DJ,297110,0
26219,The Binding of Isaac: Rebirth,250900,1
26360,NAM,329650,1
26361,The World II: Hunting BOSS,323240,1
26363,A Bird Story,327410,1
26399,Space Hulk Ascension,317620,1
26403,Chariot,319450,1
26405,Sneaky Sneaky,259410,1
26410,Far Cry® 4,298110,1
26417,Far Cry® 4,298110,0
26468,Never Alone (Kisima Ingitchuna),295790,0
26472,Escape Dead Island,226560,1
26473,Gems of War - Puzzle RPG,329110,1
26485,WARMACHINE: Tactics,253510,1
26487,Death Skid Marks,326150,1
26490,Passing Pineview Forest,331120,0
26493,Amazing Frog?,332570,1
26499,Kinetic Void,227160,0
26500,Kinetic Void,227160,1
26514,Craft The World,248390,1
26530,Axis Game Factory's AGFPRO BattleMat Multi-Player DLC,270942,1
26535,If My Heart Had Wings,326480,1
26550,Shroud of the Avatar: Forsaken Virtues,326160,0
26551,Shroud of the Avatar: Forsaken Virtues,326160,1
26556,The Witcher Adventure Game,303800,1
26557,The Witcher Adventure Game,303800,0
26560,Wings of Vi,318530,1
26575,Galcon 2: Galactic Conquest,294160,1
26587,Lambda Wars Beta,270370,1
26595,Lambda Wars Beta,270370,0
26609,Rexaura,317790,1
26612,FINAL FANTASY® XIII-2,292140,0
26613,FINAL FANTASY® XIII-2,292140,1
26616,bit Dungeon II,331440,0
26618,bit Dungeon II,331440,1
26628,LISA,335670,1
26646,Town of Salem,334230,1
26724,Dead Effect,286040,1
26725,Dead Effect,286040,0
26728,Fork Parker's Holiday Profit Hike,339120,1
26736,METAL GEAR SOLID V: GROUND ZEROES,311340,1
26772,SpeedRunners,207140,1
26790,SpeedRunners,207140,0
27122,Verde Station,324120,1
27125,BLOCKADE 3D,302830,0
27127,BLOCKADE 3D,302830,1
27278,Choice of Robots,339350,1
27286,Geometry Dash,322170,1
27422,Catmouth Island,336380,0
27425,"Dimmdrive :: Gaming Ramdrive @ 10,000+ MB/s",337070,1
27426,Castle,339290,0
27427,Castle,339290,1
27432,Teddy Floppy Ear - Mountain Adventure,340300,0
27433,Teddy Floppy Ear - Mountain Adventure,340300,1
27438,Avernum 2: Crystal Souls,337850,1
27442,Tengami,299680,1
27445,HuniePop,339800,1
27589,Cat Goes Fishing,343780,1
27595,AGFPPROV3 Premium,266590,1
27600,Resident Evil / biohazard HD REMASTER,304240,1
27612,PARTICLE MACE,295690,1
27618,Among Ripples,341720,1
27619,Among Ripples,341720,0
27642,Stranded Deep,313120,1
27650,Stranded Deep,313120,0
27828,Grey Goo,290790,1
27831,Without Within,345650,0
27832,Without Within,345650,1
27851,Firefly Online Cortex,343750,0
27853,Apotheon,208750,1
27869,Terra Incognita ~ Chapter One: The Descendant,347560,1
27873,Destination Sol,342980,0
27877,SUNLESS SEA,304650,1
27879,SUNLESS SEA,304650,0
27892,Crystal Story II,344860,1
27900,Universal Combat CE,345580,0
27904,Samudai,342740,1
27907,HIT,336670,1
27908,Hand of Fate,266510,1
27929,Boring Man - Online Tactical Stickman Combat,346120,1
27959,Hero of the Kingdom II,346560,1
27967,Catacomb Kids,315840,1
27971,Resident Evil Revelations 2 / Biohazard Revelations 2,287290,1
27973,Resident Evil Revelations 2 / Biohazard Revelations 2,287290,0
27989,Airships: Conquer the Skies,342560,1
27997,Over 9000 Zombies!,273500,1
27999,Oddworld: New 'n' Tasty,314660,1
28011,Homeworld Remastered Collection,244160,1
28027,DRAGON BALL XENOVERSE,323470,1
28055,DYNASTY WARRIORS® 8 Empires,322520,1
28056,HIS (Heroes In the Sky),342570,0
28068,The I of the Dragon,279720,1
28069,Shelter 2,275100,1
28070,Shelter 2,275100,0
28078,TDP4:Team Battle,340540,0
28082,Automation - The Car Company Tycoon Game,293760,1
28084,Automation - The Car Company Tycoon Game,293760,0
28094,Spirit of War,352190,1
28095,Modular Combat,349480,1
28096,Modular Combat,349480,0
28119,12 Labours of Hercules,342580,1
28123,Hospital Manager,348290,0
28124,Ironcast,327670,1
28127,ArcheAge,304030,0
28128,ArcheAge,304030,1
28166,Pixel Puzzles 2: Anime,350810,1
28171,TyranoBuilder Visual Novel Studio,345370,1
28173,Fortress Forever,253530,0
28175,Fortress Forever,253530,1
28182,Unium,357600,1
28185,Half-Life 2: Update,290930,1
28197,Princess Evangile All Ages Version,344630,1
28198,DEAD OR ALIVE 5 Last Round: Core Fighters,311730,1
28200,DEAD OR ALIVE 5 Last Round: Core Fighters,311730,0
28203,AdVenture Capitalist,346900,1
28213,AdVenture Capitalist,346900,0
28548,Make it indie!,357900,0
28554,gravilon,355150,1
28557,Grass Simulator,331200,1
28563,Grass Simulator,331200,0
28589,Freestyle 2: Street Basketball,339610,0
28590,Freestyle 2: Street Basketball,339610,1
28649,DARK SOULS™ II: Scholar of the First Sin,335300,1
28650,DARK SOULS™ II: Scholar of the First Sin,335300,0
28691,War for the Overworld,230190,1
28694,War for the Overworld,230190,0
28699,Survarium,355840,0
28700,Survarium,355840,1
28819,Blue Estate The Game,305380,1
28820,Copa Petrobras de Marcas,359800,1
28822,Copa Petrobras de Marcas,359800,0
28844,Mortal Kombat: Legacy II,362280,1
28845,Total War Battles: KINGDOM,300080,0
28848,Total War Battles: KINGDOM,300080,1
28859,Dead Synchronicity: Tomorrow Comes Today,339190,1
28861,Domestic Dog,340340,1
28864,Albedo: Eyes from Outer Space,277520,1
28867,Halo: Spartan Strike,324570,1
28868,Westerado: Double Barreled,275200,1
28880,Convoy,318230,1
28885,Kitty Powers' Matchmaker,285740,1
28888,Deepworld,340810,1
28912,Crypt of the NecroDancer,247080,1
28975,Blender,365670,1
28999,Ultimate Tic-Tac-Toe,360870,1
29005,TERA,323370,1
29015,TERA,323370,0
29255,The Music Machine,359040,1
29257,Vertiginous Golf,272890,1
29265,Action Henk,285820,1
29268,Windward,326410,0
29269,Windward,326410,1
29288,Interplanetary,278910,1
29294,Clicker Heroes,363970,1
29316,Clicker Heroes,363970,0
29903,Galactic Civilizations III,226860,1
29915,Europe at War,342370,1
29918,NEON STRUCT,310740,1
29920,Blockstorm,263060,1
29924,Blockstorm,263060,0
29954,Strife®,339280,1
29962,Strife®,339280,0
30002,60 Seconds!,368360,1
30017,Teddy Floppy Ear - The Race,371420,1
30025,Lilly and Sasha: Nexus of Souls,370040,1
30028,AKIBA'S TRIP: Undead ＆ Undressed,333980,1
30052,Kung Fury: Street Rage,373180,1
30061,BLADESTORM: Nightmare,350310,1
30062,Waste Walkers,371100,1
30068,BeamNG.drive,284160,1
30113,The Silent Age,352520,1
30116,MASSIVE CHALICE,246110,1
30118,Hatred,341940,1
30122,Sirius Online,368720,0
30128,The Four Kings Casino and Slots,260430,1
30129,The Four Kings Casino and Slots,260430,0
30140,Digger Online,278970,0
30144,Digger Online,278970,1
30152,Soccer Rage,356510,1
30164,Stonehearth,253250,0
30165,Stonehearth,253250,1
30192,Spooky Cats,372210,1
30195,You Must Build A Boat,290890,0
30196,You Must Build A Boat,290890,1
30215,Duck Game,312530,1
30239,The Masterplan,313080,1
30241,The Masterplan,313080,0
30248,D4: Dark Dreams Don’t Die -Season One-,358090,1
30254,Tiki Man,376920,1
30257,Aero's Quest,367780,1
30261,LEGO® Jurassic World,352400,1
30263,Echo of Soul,290140,0
30264,Echo of Soul,290140,1
30275,Nomad,378370,0
30276,Nomad,378370,1
30287,Anno Online,336510,0
30290,CPUCores :: Maximize Your FPS,384300,1
30291,Hook,367580,1
30307,oO,367570,1
30313,Rocket League®,252950,1
30336,Rocket League®,252950,0
31273,FaceRig,274920,1
31279,FaceRig,274920,0
31293,F1 2015,286570,1
31295,F1 2015,286570,0
31299,Epic Cards Battle(TCG),381560,0
31302,Girlfriend Rescue,332400,1
31308,Secrets of Grindea,269770,1
31328,Card Hunter,293260,1
31346,No Time To Explain Remastered,368730,1
31362,Cast of the Seven Godsends - Redux,373360,1
31365,TIS-100,370360,1
31367,Heroes of SoulCraft - Arcade MOBA,319570,0
31373,Big Fish Legend,376560,1
31376,Breach &amp; Clear: Deadline Rebirth (2016),310890,1
31380,Battle of Empires : 1914-1918,316430,1
31384,Five Nights at Freddy's 4,388090,1
31444,Victor Vran ARPG,345180,1
31460,Siege Wars,348340,1
31462,Fated Souls,370780,1
31466,Gunjitsu,280010,1
31472,Duet,292600,1
31473,Duet,292600,0
31476,Submerged,301860,1
31478,Fairy Fencer F,347830,1
31482,ADventure Lib,374950,0
31484,Empyrion - Galactic Survival,383120,1
31519,INK,385710,1
31525,the static speaks my name,387860,1
31526,the static speaks my name,387860,0
31585,Celestian Tales: Old North,315860,1
31587,Wanderlust Adventures,240620,1
31591,OlliOlli2: Welcome to Olliwood,365660,1
31597,Hacknet,365450,1
31619,Silver Creek Falls: Chapter 1,392450,1
31628,Labyronia RPG,391260,1
31632,Industry Giant 2,271360,1
31634,Relic Hunters Zero,382490,1
31652,FINAL FANTASY TYPE-0™ HD,340170,1
31660,ZOMBI,339230,1
31661,ZOMBI,339230,0
31664,Planetary Annihilation: TITANS,386070,1
31666,Planetary Annihilation: TITANS,386070,0
31671,Big Thinkers 1st Grade,376770,1
31672,The Settlers Online,354640,1
31673,The Settlers Online,354640,0
31678,Viridi,375950,1
31686,Viridi,375950,0
31726,Trine 3: The Artifacts of Power,319910,1
31729,Trine 3: The Artifacts of Power,319910,0
31738,Teeworlds,380840,1
31744,Planet of the Eyes,350970,0
31750,World of Soccer online,393410,1
31751,World of Soccer online,393410,0
31785,Fran Bow,362680,1
31789,Lamia Must Die,385260,1
31791,Onikira - Demon Killer,310850,0
31794,Untamed: Life Of A Cougar,378580,1
31799,Big Pharma,344850,0
31802,The Black Watchmen,349220,1
31806,Dead In Bermuda,384310,1
31811,One Piece Pirate Warriors 3,331600,1
31815,Mortal Online,287920,1
31825,Mad Max,234140,1
31855,Mad Max,234140,0
31919,METAL GEAR SOLID V: THE PHANTOM PAIN,287700,1
31921,METAL GEAR SOLID V: THE PHANTOM PAIN,287700,0
32045,Renowned Explorers: International Society,296970,1
32053,SMITE®,386360,1
32062,SMITE®,386360,0
32161,Master Spy,331190,1
32165,EasyAntiCheat eSports,282660,1
32167,Dropsy,274350,1
32169,Winter Sports Trilogy Super Pack,374090,1
32172,Undertale,391540,1
32208,Undertale,391540,0
32568,Train Valley,353640,1
32572,Dinosaur Hunt,401190,1
32575,Dinosaur Hunt,401190,0
32596,Train Simulator,24010,0
32601,Train Simulator,24010,1
32628,Edge of Space,238240,0
32630,Edge of Space,238240,1
32672,Clergy Splode,403900,0
32674,TY the Tasmanian Tiger 4,287840,1
32677,Forsaken Fortress Strategy,344820,0
32682,GabeN: The Final Decision,403740,1
32684,BloodLust Shadowhunter,280600,1
32687,Templar Battleforce,370020,1
32691,SOMA,282140,1
32721,Romero's Aftermath,349700,0
32722,Romero's Aftermath,349700,1
32817,Burstfire,349580,1
32818,Burstfire,349580,0
32821,Астролорды: Облако Оорта,385530,1
32825,Jotun: Valhalla Edition,323580,1
32828,Might &amp; Magic® Heroes® VII,321960,0
32832,Armikrog,334120,1
32834,Ant War: Domination,406080,0
32838,Prison Architect,233450,1
32879,Prison Architect,233450,0
33123,Hidden Object Bundle 4 in 1,347610,1
33124,Downwell,360740,1
33139,Broforce,274190,1
33161,Broforce,274190,0
33415,War of Beach,398840,1
33419,Tales of Zestiria,351970,1
33420,Tales of Zestiria,351970,0
33426,Overlord: Fellowship of Evil,306670,0
33428,Kingdom: Classic,368230,1
33470,Noct,330570,0
33471,Noct,330570,1
33482,CS:GO Player Profiles,413850,1
33489,Miracle Fly,395140,1
33491,The Park,402020,0
33493,Divinity: Original Sin - Enhanced Edition,373420,1
33505,MX vs. ATV Supercross Encore,282050,1
33507,MX vs. ATV Supercross Encore,282050,0
33514,Pink Hour,409670,1
33523,Zoombinis,397430,1
33537,Bulb Boy,390290,1
33539,Death Tractor,375040,1
33543,Endless Sky,404410,1
33547,Endless Sky,404410,0
33568,Euro Fishing,314520,1
33570,Anno 2205™,375910,0
33571,Anno 2205™,375910,1
33574,FIREFIGHT RELOADED,397680,0
33577,Call of Duty®: Black Ops III,311210,1
33580,Call of Duty®: Black Ops III,311210,0
33835,Rogue Harvest,409490,1
33841,Over the Dream,406210,1
33843,The Fall of the Dungeon Guardians - Enhanced Edition,409450,1
33846,FortressCraft Evolved!,254200,1
33847,FortressCraft Evolved!,254200,0
33876,Dispatcher,341980,0
33879,Dota 2 Player Profiles,411180,1
33880,Life is Feudal: Your Own,290080,0
33881,Life is Feudal: Your Own,290080,1
33964,Mordheim: City of the Damned,276810,1
33966,Bitardia,405010,1
33970,Gender Bender DNA Twister Extreme,321060,1
33982,One More Dungeon,415030,1
33985,Saint Seiya: Soldiers' Soul,348710,1
33986,Just Cause™ 3,225540,1
33992,Just Cause™ 3,225540,0
34098,Eastside Hockey Manager,301120,0
34106,Hurtworld,393420,1
34110,Hurtworld,393420,0
34206,Reveal The Deep,411560,1
34210,Wild Season,328220,1
34211,Wild Season,328220,0
34216,Notrium,349100,1
34224,GUILTY GEAR Xrd -SIGN-,376300,0
34225,GUILTY GEAR Xrd -SIGN-,376300,1
34226,MechWarrior Online™,342200,1
34230,MechWarrior Online™,342200,0
34251,Gabe Newell Simulator 2.0,407420,0
34271,Rubber Ducky and the Rainbow Gun,416550,1
34273,Reign Of Kings,344760,0
34274,Reign Of Kings,344760,1
34528,The Withering,427950,1
34535,Cards and Castles,360730,1
34547,Resilience: Wave Survival,429490,0
34551,What's under your blanket !?,432020,0
34552,What's under your blanket !?,432020,1
34560,Suits: A Business RPG,410670,1
34576,Squirbs,429700,1
34579,Feed and Grow: Fish,429050,1
34583,Punch Club,394310,1
34589,Pixel Survivors,342970,1
34597,"That Dragon, Cancer",419460,0
34599,3DRPG,431840,1
34602,LoveBeat,354290,1
34603,LoveBeat,354290,0
34618,Masked Shooters 2,434250,1
34620,Oxenfree,388880,1
34624,"Kivi, Toilet and Shotgun",428950,1
34628,Stop Online - Battle of Words,406310,0
34630,Dragon's Dogma: Dark Arisen,367500,1
34663,Sol 0: Mars Colonization,387370,1
34666,A Boy and His Blob,281200,0
34667,Codename: Rogue Fleet,403690,0
34670,Scrap Mechanic,387990,1
34671,Scrap Mechanic,387990,0
34730,Homeworld: Deserts of Kharak,281610,0
34731,Homeworld: Deserts of Kharak,281610,1
34732,Sven Co-op,225840,0
34733,Sven Co-op,225840,1
34836,Knight Online,389430,0
34856,Apocalypse Hotel - The Post-Apocalyptic Hotel Simulator!,423700,1
34860,The Witness,210970,1
34864,LEGO® MARVEL's Avengers,405310,1
34866,Blood and Bacon,434570,1
34867,Blood and Bacon,434570,0
34896,Time of Dragons,353130,1
34898,Time of Dragons,353130,0
34921,Spellweaver,429680,1
34925,Godus Wars,422420,1
34926,Godus Wars,422420,0
34940,Fortified,334210,1
34943,IMSCARED,429720,1
34949,Racecraft,346610,0
34954,Downfall,364390,1
34956,RPG Tycoon,314240,1
34961,SnakEscape,409440,1
34964,My Name is Mayo,434260,1
34976,Spakoyno: Back to the USSR 2.0,388120,1
34978,Medusa's Labyrinth,436110,1
34982,Layers of Fear,391720,1
34994,Street Fighter V,310950,1
34995,Street Fighter V,310950,0
35000,Learn Japanese To Survive! Hiragana Battle,438270,1
35003,Toy Soldiers: Complete,262120,1
35013,H1Z1,433850,1
35018,H1Z1,433850,0
35109,CABAL Online,253490,0
35113,Plague Inc: Evolved,246620,1
35261,Danganronpa: Trigger Happy Havoc,413410,1
35267,Super Night Riders,444000,1
35271,The Renegades of Orion 2.0,434780,1
35274,OutDrive,441870,0
35275,OutDrive,441870,1
35280,The Flame in the Flood,318600,1
35286,Battlevoid: Harbinger,396480,1
35290,SUPERHOT,322500,1
35308,SUPERHOT,322500,0
35340,Better Late Than DEAD,352950,1
35341,Better Late Than DEAD,352950,0
35346,Momodora: Reverie Under The Moonlight,428550,1
35348,New York Taxi Simulator,446470,1
35349,CUPID - A free to play Visual Novel,421670,1
35353,Wild Animal Racing,389510,1
35359,Tom Clancy’s The Division™,365590,1
35360,Tom Clancy’s The Division™,365590,0
35446,Panzermadels: Tank Dating Simulator,379980,1
35456,HITMAN™,236870,1
35471,HITMAN™,236870,0
35474,Sophie's Curse,446380,1
35480,Metal Assault,413170,1
35485,Jesus Christ RPG Trilogy,449040,0
35486,Jesus Christ RPG Trilogy,449040,1
35493,Defy Gravity Extended,96100,0
35494,Defy Gravity Extended,96100,1
35541,MachineCraft,397100,1
35542,MachineCraft,397100,0
35569,SAMOLIOTIK,449680,0
35570,SAMOLIOTIK,449680,1
35575,Tree of Savior (English Ver.),372000,1
35576,Tree of Savior (English Ver.),372000,0
35635,Hyper Light Drifter,257850,1
35663,Anna's Quest,327220,1
35665,Antenna,443580,1
35674,Warden: Melody of the Undergrowth,338310,1
35678,Hide &amp; Hold Out - H2o,377140,1
35684,Clash of the Monsters,431500,1
35685,Clash of the Monsters,431500,0
35690,Lucid9: Inciting Incident,439940,0
35693,Massive,461400,1
35697,The Average Everyday Adventures of Samantha Browne,445130,1
35700,Melty Blood Actress Again Current Code,411370,1
35701,Crown and Council,444250,0
35704,Jalopy,446020,1
35708,8-Bit Armies,427250,1
35720,One Thousand Lies,463390,1
35726,Hyperdevotion Noire: Goddess Black Heart (Neptunia),415480,0
35728,Ori and the Blind Forest: Definitive Edition,387290,1
35729,Snooker Nation Championship,458830,1
35734,State of Anarchy,463210,1
35738,Offworld Trading Company,271240,1
35741,Offworld Trading Company,271240,0
35750,Atulos Online,449470,1
35758,Battleborn,394230,1
35762,Battleborn,394230,0
35770,Hyposphere,461880,0
35772,Riff Racer - Race Your Music!,351990,1
35775,FINAL FANTASY X/X-2 HD Remaster,359870,1
35778,FINAL FANTASY X/X-2 HD Remaster,359870,0
35779,Salt and Sanctuary,283640,0
35780,Salt and Sanctuary,283640,1
35791,OmniBus,415740,1
35797,Gamma Bros 1.5,436470,1
35800,The Way of Life Free Edition,310370,1
35805,The Way of Life Free Edition,310370,0
35870,The NADI Project,474010,1
35873,Summer Sale,485890,0
35874,Summer Sale,485890,1
35876,Turmoil,361280,1
35879,Gun Done,488280,0
35881,Farnham Fables,463110,1
35884,ChuSingura46+1 S,464780,1
35892,LEGO® STAR WARS™: The Force Awakens,438640,1
35900,Furi,423230,1
35902,RWBY: Grimm Eclipse,418340,1
35907,RWBY: Grimm Eclipse,418340,0
35974,Boid,314010,1
35979,Replica,496890,1
35981,klocki,499440,1
35983,Strike.is: The Game,502550,1
35984,Strike.is: The Game,502550,0
35989,RimWorld,294100,1
36073,EARTH DEFENSE FORCE 4.1 The Shadow of New Despair,410320,1
36077,I am Setsuna,441830,1
36078,BrainBread 2,346330,0
36098,SWORDY,467900,1
36104,ASRECorp,498580,1
36107,Starbound,211820,1
36157,Starbound,211820,0
37722,Human: Fall Flat,477160,1
37724,Just Deserts,488660,1
37728,Montaro,495890,1
37734,Francisca,501760,0
37738,Ratz Instagib,338170,0
37739,Ratz Instagib,338170,1
37774,The Legend: A University Story,431360,0
37778,Half Dead,434730,0
37779,Half Dead,434730,1
37784,Street Legal Racing: Redline v2.3.1,497180,1
37786,Frozen State,270270,0
37789,Infectonator: Survivors,269310,1
37801,Kingdom: New Lands,496300,0
37802,Kingdom: New Lands,496300,1
37807,Reigns,474750,1
37811,Shop Heroes,506140,0
37817,Death Stair,444880,1
37822,Savage Resurrection,366440,1
37828,F1 2016,391040,1
37840,ACE Academy,396650,1
37852,Deus Ex: Mankind Divided,337000,1
37866,Deus Ex: Mankind Divided,337000,0
37888,AdVenture Communist,462930,0
37890,AdVenture Communist,462930,1
37912,Everything is Peachy,516040,1
37914,Hue,383270,1
37916,The Final Station,435530,1
37919,One Piece Burning Blood,425220,1
37920,Halcyon 6: Starbase Commander,371200,1
37924,Mystery Chronicle: One Way Heroics,409000,1
37925,DEAD RISING®,427190,1
37926,DEAD RISING®,427190,0
37929,BioShock™ Remastered,409710,1
37933,BioShock™ Remastered,409710,0
37941,Paladins®,444090,1
37945,Paladins®,444090,0
37980,NBA 2K17,385760,1
37982,Fractured Space,310380,1
37987,Fractured Space,310380,0
38090,Vernon's Legacy,367010,1
38092,Major\Minor - Complete Edition,475490,1
38096,Heroes &amp; Generals,227940,1
38097,Heroes &amp; Generals,227940,0
39004,BossConstructor,330100,1
39008,Planet Explorers,237870,1
39010,Planet Explorers,237870,0
39043,Killing Floor 2,232090,1
39048,Killing Floor 2,232090,0
39168,Junk Jack,414190,1
39171,Dungeon Souls,383230,1
39183,BIOS,350600,1
39185,GRANADO ESPADA,319730,0
39190,LEGO® Worlds,332310,1
39198,LEGO® Worlds,332310,0
39201,Reflex Arena,328070,1
39205,Maximum Override,389220,1
39225,Rivals of Aether,383980,1
39234,Ballistic Overkill,296300,1
39237,Portal Knights,374040,1
39243,Face It - A game to fight inner demons,364050,1
39244,Face It - A game to fight inner demons,364050,0
39255,Dungeon Defenders II,236110,1
39268,Dungeon Defenders II,236110,0
39450,We Slay Monsters,332540,1
39453,Crossout,386180,1
39457,Secret World Legends,215280,1
39492,The Long Dark,305620,1
39497,The Long Dark,305620,0
39648,Slime Rancher,433340,1
39736,Fragmented,441790,1
39739,Fishing Planet,380600,1
39744,Fishing Planet,380600,0
39791,ARK: Survival Evolved,346110,1
39797,ARK: Survival Evolved,346110,0
41001,ARK: Survival Of The Fittest,407530,1
41005,ARK: Survival Of The Fittest,407530,0
41049,Overgrowth,25000,1
41060,Overgrowth,25000,0
41091,Grimoire: Manastorm,335430,1
41097,Atom Universe,394120,1
41100,Gang Beasts,285900,1
41115,Gang Beasts,285900,0
41200,Codename CURE,355180,0
41201,Codename CURE,355180,1
41250,Brawlhalla,291550,0
41251,Brawlhalla,291550,1
41493,Heliborne,433530,0
41494,Heliborne,433530,1
41499,Road Redemption,300380,1
41503,Road Redemption,300380,0
41544,Project Nimbus,257030,1
41550,Robocraft,301520,1
41552,Robocraft,301520,0
43404,Tree of Life,361800,1
43405,Tree of Life,361800,0
43410,Castle Story,227860,0
43411,Castle Story,227860,1
43424,20XX,322110,1
43426,Project Explore,357650,1
43431,Dreamfall Chapters,237850,1
43439,Unturned,304930,1
43447,Unturned,304930,0
48354,CRYPTARK,344740,1
48358,Armed with Wings: Rearmed,340580,1
48360,Hover,280180,1
48372,Flying Tigers: Shadows Over China,365810,1
48377,Dead Realm,352460,1
48445,Block'hood,416210,1
48457,Games of Glory,342150,0
48463,Orcs Must Die! Unchained,427270,1
48471,Orcs Must Die! Unchained,427270,0
48493,Crawl,293780,1
48505,Voxelized,344040,1
48509,Voxelized,344040,0
48526,Faeria,397060,0
48534,Youtubers Life,428690,1
48549,Poi,401810,1
48552,Barbara-ian,380860,1
48554,Guardians of Orion,407840,1
48556,Guardians of Orion,407840,0
48575,TY the Tasmanian Tiger,411960,1
48578,Prominence Poker,384180,1
48582,LogicBots,290020,1
48584,Eon Altar,382050,0
48588,Call to Arms,302670,1
48612,RollerCoaster Tycoon World™,282560,0
48616,Boundel: The Second Era,454070,1
48619,Zero G Arena,467820,1
48628,The Ship: Remasted,383790,1
48630,Crush Crush,459820,1
